air_store_id,hpg_store_id,visit_date,reserve_visitors_air,reserve_visitors_hpg,visitors,reserve_visitors
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-07,25,26,33,51
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-12,4,4,12,8
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-13,28,15,37,43
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-14,17,9,32,26
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-15,6,4,12,10
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-18,21,15,16,36
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-19,9,7,36,16
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-20,26,10,37,36
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-21,34,11,46,45
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-22,6,4,15,10
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-23,26,2,31,28
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-25,4,4,21,8
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-26,11,9,8,20
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-27,33,15,46,48
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-28,36,16,45,52
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-30,9,3,16,12
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-01-31,14,10,27,24
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-01,7,7,31,14
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-03,13,4,11,17
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-04,37,11,56,48
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-05,14,6,33,20
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-06,7,7,12,14
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-10,29,4,42,33
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-11,38,21,53,59
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-12,6,4,23,10
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-13,18,15,15,33
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-17,13,5,32,18
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-18,21,16,30,37
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-20,6,2,15,8
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-21,2,2,19,4
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-22,6,2,23,8
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-24,28,18,32,46
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-25,36,18,52,54
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-26,16,6,17,22
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-02-27,7,3,27,10
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-02,4,4,8,8
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-03,15,5,27,20
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-04,36,8,51,44
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-05,19,5,19,24
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-08,13,7,17,20
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-09,6,5,9,11
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-10,9,9,21,18
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-11,30,3,42,33
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-12,10,8,23,18
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-16,9,9,19,18
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-17,13,7,30,20
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-18,23,18,39,41
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-20,7,7,19,14
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-21,13,13,15,26
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-22,9,5,20,14
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-24,34,6,42,40
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-25,37,9,44,46
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-26,6,2,19,8
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-03-31,25,5,32,30
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-04-01,36,18,48,54
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-04-02,2,2,8,4
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-04-03,19,11,21,30
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-04-05,4,4,8,8
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-04-07,29,14,33,43
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-04-08,23,11,34,34
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-04-12,3,3,20,6
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-04-14,51,6,54,57
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-04-15,15,10,22,25
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-04-17,2,2,2,4
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-04-19,14,2,18,16
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-04-20,5,2,16,7
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-04-21,14,4,27,18
air_04cae7c1bc9b2a0b,hpg_1803b7bed3a5927e,2017-04-22,16,6,40,22
air_7420042ff75f9aca,hpg_7459535472b27200,2017-01-23,3,3,33,6
air_7420042ff75f9aca,hpg_7459535472b27200,2017-01-24,10,5,27,15
air_7420042ff75f9aca,hpg_7459535472b27200,2017-01-25,5,7,20,12
air_7420042ff75f9aca,hpg_7459535472b27200,2017-01-26,18,3,44,21
air_7420042ff75f9aca,hpg_7459535472b27200,2017-01-27,16,2,40,18
air_7420042ff75f9aca,hpg_7459535472b27200,2017-01-28,11,14,35,25
air_7420042ff75f9aca,hpg_7459535472b27200,2017-02-02,11,6,36,17
air_7420042ff75f9aca,hpg_7459535472b27200,2017-02-08,4,2,11,6
air_7420042ff75f9aca,hpg_7459535472b27200,2017-02-09,10,25,35,35
air_7420042ff75f9aca,hpg_7459535472b27200,2017-02-10,18,11,34,29
air_7420042ff75f9aca,hpg_7459535472b27200,2017-02-15,9,9,21,18
air_7420042ff75f9aca,hpg_7459535472b27200,2017-02-16,31,37,37,68
air_7420042ff75f9aca,hpg_7459535472b27200,2017-02-17,28,2,30,30
air_7420042ff75f9aca,hpg_7459535472b27200,2017-02-18,14,8,31,22
air_7420042ff75f9aca,hpg_7459535472b27200,2017-02-19,10,4,28,14
air_7420042ff75f9aca,hpg_7459535472b27200,2017-02-22,13,14,16,27
air_7420042ff75f9aca,hpg_7459535472b27200,2017-02-24,4,10,20,14
air_7420042ff75f9aca,hpg_7459535472b27200,2017-02-25,6,24,26,30
air_7420042ff75f9aca,hpg_7459535472b27200,2017-02-28,11,5,17,16
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-03,18,8,18,26
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-04,32,23,18,55
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-05,12,5,22,17
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-11,25,22,29,47
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-12,4,4,22,8
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-15,18,28,29,46
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-16,11,13,24,24
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-17,20,9,29,29
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-18,19,14,32,33
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-19,19,13,61,32
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-20,16,2,40,18
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-22,17,9,36,26
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-23,27,28,47,55
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-24,17,6,53,23
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-25,25,19,52,44
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-26,9,5,58,14
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-27,12,6,42,18
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-28,18,2,51,20
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-29,15,25,45,40
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-30,2,2,16,4
air_7420042ff75f9aca,hpg_7459535472b27200,2017-03-31,21,12,54,33
air_7420042ff75f9aca,hpg_7459535472b27200,2017-04-01,30,8,67,38
air_7420042ff75f9aca,hpg_7459535472b27200,2017-04-02,9,2,53,11
air_7420042ff75f9aca,hpg_7459535472b27200,2017-04-03,28,4,37,32
air_7420042ff75f9aca,hpg_7459535472b27200,2017-04-04,3,30,29,33
air_7420042ff75f9aca,hpg_7459535472b27200,2017-04-07,13,12,44,25
air_7420042ff75f9aca,hpg_7459535472b27200,2017-04-08,23,3,45,26
air_7420042ff75f9aca,hpg_7459535472b27200,2017-04-09,4,2,56,6
air_7420042ff75f9aca,hpg_7459535472b27200,2017-04-11,2,2,4,4
air_7420042ff75f9aca,hpg_7459535472b27200,2017-04-12,6,6,32,12
air_7420042ff75f9aca,hpg_7459535472b27200,2017-04-13,10,3,41,13
air_7420042ff75f9aca,hpg_7459535472b27200,2017-04-14,16,8,40,24
air_7420042ff75f9aca,hpg_7459535472b27200,2017-04-16,8,2,41,10
air_7420042ff75f9aca,hpg_7459535472b27200,2017-04-19,6,6,29,12
air_7420042ff75f9aca,hpg_7459535472b27200,2017-04-21,21,33,38,54
air_7420042ff75f9aca,hpg_7459535472b27200,2017-04-22,19,19,52,38
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-10-28,2,2,36,4
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-10-29,10,6,16,16
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-10-30,4,2,23,6
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-10-31,7,1,11,8
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-03,9,4,22,13
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-06,19,13,23,32
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-07,12,10,17,22
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-08,12,4,16,16
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-09,7,7,3,14
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-11,5,3,8,8
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-13,19,2,37,21
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-15,13,9,21,22
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-16,10,5,12,15
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-17,2,2,16,4
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-18,12,2,22,14
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-19,14,6,22,20
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-22,10,3,15,13
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-23,13,3,23,16
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-24,9,2,22,11
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-25,6,4,10,10
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-26,7,3,16,10
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-27,15,8,17,23
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-28,8,4,11,12
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-11-29,4,2,15,6
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-01,12,7,22,19
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-02,4,2,8,6
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-05,13,2,16,15
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-06,10,5,17,15
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-07,4,2,15,6
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-08,7,4,14,11
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-09,13,10,25,23
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-10,11,4,21,15
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-11,7,4,14,11
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-12,6,4,14,10
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-14,6,4,14,10
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-17,9,5,19,14
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-19,7,7,9,14
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-21,7,3,23,10
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-22,5,3,20,8
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-23,13,9,7,22
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-24,8,4,26,12
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-25,6,2,8,8
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-26,8,6,12,14
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-27,9,7,9,16
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2016-12-29,14,7,14,21
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-01-07,9,3,11,12
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-01-09,9,3,22,12
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-01-11,6,5,24,11
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-01-12,6,4,13,10
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-01-15,7,2,9,9
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-01-17,4,4,16,8
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-01-21,6,2,17,8
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-01-22,25,18,29,43
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-01-23,5,5,5,10
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-01-25,9,2,26,11
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-01-26,12,8,18,20
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-01-31,6,4,16,10
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-01,10,5,8,15
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-04,9,2,22,11
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-05,12,9,24,21
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-07,14,8,20,22
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-10,16,2,21,18
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-11,10,2,15,12
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-12,22,11,28,33
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-13,2,2,11,4
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-15,10,4,14,14
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-17,17,8,24,25
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-18,4,2,10,6
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-19,2,2,11,4
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-20,7,4,16,11
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-21,9,3,14,12
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-22,2,2,8,4
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-23,10,6,20,16
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-24,4,4,20,8
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-25,8,5,24,13
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-02-28,7,2,24,9
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-01,16,9,27,25
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-03,13,5,21,18
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-04,7,3,12,10
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-05,11,4,32,15
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-06,8,3,14,11
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-07,8,2,22,10
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-09,20,6,20,26
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-11,6,11,19,17
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-12,14,2,19,16
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-13,5,5,9,10
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-14,19,13,24,32
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-15,14,8,26,22
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-16,14,2,20,16
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-17,23,11,25,34
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-18,9,2,20,11
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-19,10,5,20,15
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-20,10,7,19,17
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-21,6,3,6,9
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-22,14,10,17,24
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-24,13,5,13,18
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-27,10,6,16,16
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-28,4,2,12,6
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-29,12,6,24,18
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-30,13,4,28,17
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-03-31,10,2,26,12
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-02,11,6,20,17
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-03,4,2,8,6
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-04,3,2,3,5
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-05,2,2,20,4
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-07,19,9,22,28
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-08,17,6,25,23
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-09,5,5,17,10
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-11,10,10,14,20
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-12,13,5,20,18
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-14,10,4,16,14
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-15,14,6,16,20
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-16,16,13,18,29
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-17,7,4,8,11
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-18,4,2,14,6
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-20,13,8,23,21
air_4c727b55acdee495,hpg_26d20b9f926ff5e9,2017-04-22,5,5,20,10
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-11-04,11,11,6,22
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-11-05,3,3,21,6
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-11-07,2,2,9,4
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-11-19,17,7,27,24
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-11-22,6,6,16,12
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-11-26,33,23,46,56
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-12-03,21,61,80,82
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-12-10,11,3,17,14
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-12-11,4,4,20,8
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-12-16,12,6,16,18
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-12-17,27,15,33,42
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-12-22,10,6,13,16
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-12-24,4,2,10,6
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-12-29,24,6,39,30
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-12-30,50,4,51,54
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2016-12-31,21,20,30,41
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-01-01,18,9,55,27
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-01-02,25,9,40,34
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-01-07,41,13,49,54
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-01-14,33,10,41,43
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-01-27,18,9,18,27
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-01-28,33,21,39,54
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-02-03,22,2,61,24
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-02-04,7,2,27,9
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-02-16,12,6,14,18
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-02-20,5,5,7,10
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-02-24,8,4,10,12
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-02-25,16,8,33,24
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-02-26,16,2,25,18
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-03-04,49,3,55,52
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-03-11,25,15,35,40
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-03-18,44,18,47,62
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-03-19,43,6,41,49
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-03-20,2,3,16,5
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-03-22,3,3,14,6
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-04-03,2,2,4,4
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-04-19,6,6,16,12
air_cfcc94797d2b5d3d,hpg_dad8da3ff443ba1a,2017-04-22,29,8,28,37
air_f96765e800907c77,hpg_265bd3fe806f8b6e,2016-01-08,8,8,39,16
air_f96765e800907c77,hpg_265bd3fe806f8b6e,2016-01-09,4,8,30,12
air_f96765e800907c77,hpg_265bd3fe806f8b6e,2016-01-15,4,4,78,8
air_f96765e800907c77,hpg_265bd3fe806f8b6e,2016-03-05,2,2,19,4
air_f96765e800907c77,hpg_265bd3fe806f8b6e,2016-04-20,2,2,75,4
air_f96765e800907c77,hpg_265bd3fe806f8b6e,2016-05-07,7,7,10,14
air_f96765e800907c77,hpg_265bd3fe806f8b6e,2016-10-27,8,10,21,18
air_f96765e800907c77,hpg_265bd3fe806f8b6e,2016-11-12,2,2,12,4
air_f96765e800907c77,hpg_265bd3fe806f8b6e,2017-04-13,2,2,13,4
air_f96765e800907c77,hpg_265bd3fe806f8b6e,2017-04-14,28,11,75,39
air_54d6c25d33f5260e,hpg_62b71ee3f3c120c4,2016-11-03,2,2,14,4
air_54d6c25d33f5260e,hpg_62b71ee3f3c120c4,2017-04-09,2,2,8,4
air_54d6c25d33f5260e,hpg_62b71ee3f3c120c4,2017-04-10,2,4,41,6
air_54d6c25d33f5260e,hpg_62b71ee3f3c120c4,2017-04-14,4,6,62,10
air_54d6c25d33f5260e,hpg_62b71ee3f3c120c4,2017-04-15,2,4,26,6
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-04-16,4,2,37,6
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-04-19,6,4,26,10
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-04-20,20,6,25,26
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-04-23,6,2,41,8
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-04-30,10,8,37,18
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-05-04,2,2,26,4
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-05-06,2,2,8,4
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-10-27,2,2,11,4
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-10-28,4,7,8,11
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-11-04,9,9,24,18
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-11-17,2,2,4,4
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-11-21,4,2,10,6
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-11-25,5,4,21,9
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-12-06,17,6,21,23
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-12-09,10,4,26,14
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-12-10,27,10,20,37
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-12-13,17,3,20,20
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-12-14,19,3,21,22
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-12-15,9,10,27,19
air_1033310359ceeac1,hpg_8072ff2fb418e273,2016-12-16,16,10,28,26
